AREAGEOGRAFICA|CAPSCUOLA|CODICECOMUNESCUOLA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONEISTITUTORIFERIMENTO|DENOMINAZIONESCUOLA|DESCRIZIONECARATTERISTICASCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDICAZIONESEDEDIRETTIVO|INDICAZIONESEDEOMNICOMPRENSIVO|INDIRIZZOEMAILSCUOLA|INDIRIZZOPECSCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|SITOWEBSCUOLA|ANNOSCOLASTICO_x|INDIRIZZO_TOT|index|ANNOSCOLASTICO_y|ORDINESCUOLA|ANNOCORSO|FASCIAETA|ALUNNI|Statale_Paritaria
NORD OVEST|10131|L219|TOIS066006|TORI06601T|A. GOBETTI MARCHESINI - CASALE - ARDUINO|A. GOBETTI MARCHESINI|NORMALE|TORINO|IST PROF INDUSTRIA E ARTIGIANATO|NO|Non Disponibile|TOIS066006@istruzione.it|Non Disponibile|VIA FIGLIE MILITARI 27|TORINO|PIEMONTE|www.gmca.gov.it|201718|VIA FIGLIE MILITARI 27, TORINO, Italia|291240|201617|SCUOLA SECONDARIA II GRADO|4|18 anni|16|S
NORD OVEST|10131|L219|TOIS066006|TORI06601T|A. GOBETTI MARCHESINI - CASALE - ARDUINO|A. GOBETTI MARCHESINI|NORMALE|TORINO|IST PROF INDUSTRIA E ARTIGIANATO|NO|Non Disponibile|TOIS066006@istruzione.it|Non Disponibile|VIA FIGLIE MILITARI 27|TORINO|PIEMONTE|www.gmca.gov.it|201718|VIA FIGLIE MILITARI 27, TORINO, Italia|291241|201617|SCUOLA SECONDARIA II GRADO|4|> di 18 anni|6|S
NORD OVEST|10131|L219|TOIS066006|TORI06601T|A. GOBETTI MARCHESINI - CASALE - ARDUINO|A. GOBETTI MARCHESINI|NORMALE|TORINO|IST PROF INDUSTRIA E ARTIGIANATO|NO|Non Disponibile|TOIS066006@istruzione.it|Non Disponibile|VIA FIGLIE MILITARI 27|TORINO|PIEMONTE|www.gmca.gov.it|201718|VIA FIGLIE MILITARI 27, TORINO, Italia|291242|201617|SCUOLA SECONDARIA II GRADO|5|17 anni|2|S
NORD OVEST|10131|L219|TOIS066006|TORI06601T|A. GOBETTI MARCHESINI - CASALE - ARDUINO|A. GOBETTI MARCHESINI|NORMALE|TORINO|IST PROF INDUSTRIA E ARTIGIANATO|NO|Non Disponibile|TOIS066006@istruzione.it|Non Disponibile|VIA FIGLIE MILITARI 27|TORINO|PIEMONTE|www.gmca.gov.it|201718|VIA FIGLIE MILITARI 27, TORINO, Italia|291243|201617|SCUOLA SECONDARIA II GRADO|5|18 anni|12|S
NORD OVEST|10131|L219|TOIS066006|TORI06601T|A. GOBETTI MARCHESINI - CASALE - ARDUINO|A. GOBETTI MARCHESINI|NORMALE|TORINO|IST PROF INDUSTRIA E ARTIGIANATO|NO|Non Disponibile|TOIS066006@istruzione.it|Non Disponibile|VIA FIGLIE MILITARI 27|TORINO|PIEMONTE|www.gmca.gov.it|201718|VIA FIGLIE MILITARI 27, TORINO, Italia|291244|201617|SCUOLA SECONDARIA II GRADO|5|> di 18 anni|31|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291245|201617|SCUOLA SECONDARIA II GRADO|1|14 anni|10|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291246|201617|SCUOLA SECONDARIA II GRADO|1|15 anni|8|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291247|201617|SCUOLA SECONDARIA II GRADO|1|16 anni|3|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291248|201617|SCUOLA SECONDARIA II GRADO|1|17 anni|1|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291249|201617|SCUOLA SECONDARIA II GRADO|2|14 anni|1|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291250|201617|SCUOLA SECONDARIA II GRADO|2|15 anni|4|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291251|201617|SCUOLA SECONDARIA II GRADO|2|16 anni|6|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291252|201617|SCUOLA SECONDARIA II GRADO|2|17 anni|4|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291253|201617|SCUOLA SECONDARIA II GRADO|3|15 anni|1|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291254|201617|SCUOLA SECONDARIA II GRADO|3|16 anni|8|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291255|201617|SCUOLA SECONDARIA II GRADO|3|17 anni|11|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291256|201617|SCUOLA SECONDARIA II GRADO|3|18 anni|3|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291257|201617|SCUOLA SECONDARIA II GRADO|3|> di 18 anni|1|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291258|201617|SCUOLA SECONDARIA II GRADO|4|16 anni|1|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291259|201617|SCUOLA SECONDARIA II GRADO|4|17 anni|17|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291260|201617|SCUOLA SECONDARIA II GRADO|4|18 anni|12|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291261|201617|SCUOLA SECONDARIA II GRADO|4|> di 18 anni|6|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291262|201617|SCUOLA SECONDARIA II GRADO|5|18 anni|14|S
NORD OVEST|10127|L219|TORS010007|TORS010007|MAGAROTTO|MAGAROTTO|PER SORDOMUTI|TORINO|IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI|NO|Non Disponibile|TORS010007@istruzione.it|Non Disponibile|VIA MONTE  CORNO 34|TORINO|PIEMONTE|www.isiss-magarotto.gov.it/torino|201718|VIA MONTE  CORNO 34, TORINO, Italia|291263|201617|SCUOLA SECONDARIA II GRADO|5|> di 18 anni|20|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291284|201617|SCUOLA SECONDARIA II GRADO|1|14 anni|181|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291285|201617|SCUOLA SECONDARIA II GRADO|1|15 anni|36|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291286|201617|SCUOLA SECONDARIA II GRADO|1|16 anni|2|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291287|201617|SCUOLA SECONDARIA II GRADO|1|17 anni|1|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291288|201617|SCUOLA SECONDARIA II GRADO|1|< di 14 anni|12|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291289|201617|SCUOLA SECONDARIA II GRADO|2|14 anni|5|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291290|201617|SCUOLA SECONDARIA II GRADO|2|15 anni|172|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291291|201617|SCUOLA SECONDARIA II GRADO|2|16 anni|29|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291292|201617|SCUOLA SECONDARIA II GRADO|2|17 anni|6|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291293|201617|SCUOLA SECONDARIA II GRADO|2|18 anni|1|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291294|201617|SCUOLA SECONDARIA II GRADO|3|15 anni|8|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291295|201617|SCUOLA SECONDARIA II GRADO|3|16 anni|143|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291296|201617|SCUOLA SECONDARIA II GRADO|3|17 anni|29|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291297|201617|SCUOLA SECONDARIA II GRADO|3|18 anni|8|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291298|201617|SCUOLA SECONDARIA II GRADO|4|16 anni|10|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291299|201617|SCUOLA SECONDARIA II GRADO|4|17 anni|108|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291300|201617|SCUOLA SECONDARIA II GRADO|4|18 anni|29|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291301|201617|SCUOLA SECONDARIA II GRADO|4|> di 18 anni|10|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291302|201617|SCUOLA SECONDARIA II GRADO|5|17 anni|5|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291303|201617|SCUOLA SECONDARIA II GRADO|5|18 anni|114|S
NORD OVEST|10123|L219|TOSD02000L|TOSD02000L|A. PASSONI|A. PASSONI|SCUOLA ANNESSA|TORINO|ISTITUTO D'ARTE|SI|Non Disponibile|TOSD02000L@istruzione.it|tosd02000l@pec.istruzione.it|VIA DELLA ROCCA N.7|TORINO|PIEMONTE|www.lapassoni.it|201718|VIA DELLA ROCCA N.7, TORINO, Italia|291304|201617|SCUOLA SECONDARIA II GRADO|5|> di 18 anni|55|S
NORD OVEST|10153|L219|TOSL01000C|TOSL01000C|LICEO ARTISTICO PRIMO|LICEO ARTISTICO PRIMO|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL01000C@istruzione.it|tosl01000c@pec.istruzione.it|VIA CARCANO, 31|TORINO|PIEMONTE|www.primoart.it|201718|VIA CARCANO, 31, TORINO, Italia|291305|201617|SCUOLA SECONDARIA II GRADO|1|14 anni|107|S
NORD OVEST|10153|L219|TOSL01000C|TOSL01000C|LICEO ARTISTICO PRIMO|LICEO ARTISTICO PRIMO|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL01000C@istruzione.it|tosl01000c@pec.istruzione.it|VIA CARCANO, 31|TORINO|PIEMONTE|www.primoart.it|201718|VIA CARCANO, 31, TORINO, Italia|291306|201617|SCUOLA SECONDARIA II GRADO|1|15 anni|33|S
NORD OVEST|10153|L219|TOSL01000C|TOSL01000C|LICEO ARTISTICO PRIMO|LICEO ARTISTICO PRIMO|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL01000C@istruzione.it|tosl01000c@pec.istruzione.it|VIA CARCANO, 31|TORINO|PIEMONTE|www.primoart.it|201718|VIA CARCANO, 31, TORINO, Italia|291307|201617|SCUOLA SECONDARIA II GRADO|1|16 anni|11|S
NORD OVEST|10153|L219|TOSL01000C|TOSL01000C|LICEO ARTISTICO PRIMO|LICEO ARTISTICO PRIMO|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL01000C@istruzione.it|tosl01000c@pec.istruzione.it|VIA CARCANO, 31|TORINO|PIEMONTE|www.primoart.it|201718|VIA CARCANO, 31, TORINO, Italia|291308|201617|SCUOLA SECONDARIA II GRADO|1|17 anni|2|S
NORD OVEST|10153|L219|TOSL01000C|TOSL01000C|LICEO ARTISTICO PRIMO|LICEO ARTISTICO PRIMO|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL01000C@istruzione.it|tosl01000c@pec.istruzione.it|VIA CARCANO, 31|TORINO|PIEMONTE|www.primoart.it|201718|VIA CARCANO, 31, TORINO, Italia|291309|201617|SCUOLA SECONDARIA II GRADO|1|< di 14 anni|5|S
NORD OVEST|10153|L219|TOSL01000C|TOSL01000C|LICEO ARTISTICO PRIMO|LICEO ARTISTICO PRIMO|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL01000C@istruzione.it|tosl01000c@pec.istruzione.it|VIA CARCANO, 31|TORINO|PIEMONTE|www.primoart.it|201718|VIA CARCANO, 31, TORINO, Italia|291310|201617|SCUOLA SECONDARIA II GRADO|2|15 anni|113|S
NORD OVEST|10153|L219|TOSL01000C|TOSL01000C|LICEO ARTISTICO PRIMO|LICEO ARTISTICO PRIMO|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL01000C@istruzione.it|tosl01000c@pec.istruzione.it|VIA CARCANO, 31|TORINO|PIEMONTE|www.primoart.it|201718|VIA CARCANO, 31, TORINO, Italia|291311|201617|SCUOLA SECONDARIA II GRADO|2|16 anni|38|S
NORD OVEST|10153|L219|TOSL01000C|TOSL01000C|LICEO ARTISTICO PRIMO|LICEO ARTISTICO PRIMO|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL01000C@istruzione.it|tosl01000c@pec.istruzione.it|VIA CARCANO, 31|TORINO|PIEMONTE|www.primoart.it|201718|VIA CARCANO, 31, TORINO, Italia|291312|201617|SCUOLA SECONDARIA II GRADO|2|17 anni|8|S
NORD OVEST|10153|L219|TOSL01000C|TOSL01000C|LICEO ARTISTICO PRIMO|LICEO ARTISTICO PRIMO|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL01000C@istruzione.it|tosl01000c@pec.istruzione.it|VIA CARCANO, 31|TORINO|PIEMONTE|www.primoart.it|201718|VIA CARCANO, 31, TORINO, Italia|291313|201617|SCUOLA SECONDARIA II GRADO|3|15 anni|8|S
NORD OVEST|10153|L219|TOSL01000C|TOSL01000C|LICEO ARTISTICO PRIMO|LICEO ARTISTICO PRIMO|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL01000C@istruzione.it|tosl01000c@pec.istruzione.it|VIA CARCANO, 31|TORINO|PIEMONTE|www.primoart.it|201718|VIA CARCANO, 31, TORINO, Italia|291314|201617|SCUOLA SECONDARIA II GRADO|3|16 anni|114|S
NORD OVEST|10153|L219|TOSL01000C|TOSL01000C|LICEO ARTISTICO PRIMO|LICEO ARTISTICO PRIMO|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL01000C@istruzione.it|tosl01000c@pec.istruzione.it|VIA CARCANO, 31|TORINO|PIEMONTE|www.primoart.it|201718|VIA CARCANO, 31, TORINO, Italia|291315|201617|SCUOLA SECONDARIA II GRADO|3|17 anni|30|S
NORD OVEST|10153|L219|TOSL01000C|TOSL01000C|LICEO ARTISTICO PRIMO|LICEO ARTISTICO PRIMO|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL01000C@istruzione.it|tosl01000c@pec.istruzione.it|VIA CARCANO, 31|TORINO|PIEMONTE|www.primoart.it|201718|VIA CARCANO, 31, TORINO, Italia|291316|201617|SCUOLA SECONDARIA II GRADO|3|18 anni|4|S
NORD OVEST|10153|L219|TOSL01000C|TOSL01000C|LICEO ARTISTICO PRIMO|LICEO ARTISTICO PRIMO|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL01000C@istruzione.it|tosl01000c@pec.istruzione.it|VIA CARCANO, 31|TORINO|PIEMONTE|www.primoart.it|201718|VIA CARCANO, 31, TORINO, Italia|291317|201617|SCUOLA SECONDARIA II GRADO|3|> di 18 anni|1|S
NORD OVEST|10153|L219|TOSL01000C|TOSL01000C|LICEO ARTISTICO PRIMO|LICEO ARTISTICO PRIMO|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL01000C@istruzione.it|tosl01000c@pec.istruzione.it|VIA CARCANO, 31|TORINO|PIEMONTE|www.primoart.it|201718|VIA CARCANO, 31, TORINO, Italia|291318|201617|SCUOLA SECONDARIA II GRADO|4|16 anni|4|S
