AREAGEOGRAFICA,CAPSCUOLA,CODICECOMUNESCUOLA,CODICEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONEISTITUTORIFERIMENTO,DENOMINAZIONESCUOLA,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONECOMUNE,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,INDIRIZZOSCUOLA,PROVINCIA,REGIONE,SITOWEBSCUOLA,ANNOSCOLASTICO,INDIRIZZO_TOT
NORD OVEST,10154,L219,TOMM257002,TOMM257002,TORINO- NORBERTO BOBBIO,TORINO- NORBERTO BOBBIO,NORMALE,TORINO,SCUOLA PRIMO GRADO,SI,Non Disponibile,TOMM257002@istruzione.it,tomm257002@pec.istruzione.it,VIA        SANTHIA'            76,TORINO,PIEMONTE,http://share.dschola.it/viasanthia/,201718,"VIA        SANTHIA'            76, TORINO, Italia"
NORD OVEST,10133,L219,TOMM25900N,TOMM25900N,TORINO - NIEVO - MATTEOTTI,TORINO - NIEVO - MATTEOTTI,NORMALE,TORINO,SCUOLA PRIMO GRADO,SI,Non Disponibile,TOMM25900N@istruzione.it,tomm25900n@pec.istruzione.it,VIA        MENTANA             14,TORINO,PIEMONTE,http://www.nievomatteotti.gov.it,201718,"VIA        MENTANA             14, TORINO, Italia"
NORD OVEST,10135,L219,TOMM26100N,TOMM26100N,TORINO - PIERO CALAMANDREI,TORINO - PIERO CALAMANDREI,NORMALE,TORINO,SCUOLA PRIMO GRADO,SI,Non Disponibile,TOMM26100N@istruzione.it,tomm26100n@pec.istruzione.it,"CORSO B. CROCE, 17",TORINO,PIEMONTE,www.scuolacalamandrei.gov.it,201718,"CORSO B. CROCE, 17, TORINO, Italia"
NORD OVEST,10142,L219,TOIC816001,TOMM816012,"I.C. TORINO - ""KING-MILA""",I.C. KING -MILA - TORINO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC816001@istruzione.it,Non Disponibile,VIA GERMONIO                   12,TORINO,PIEMONTE,icking-to.it,201718,"VIA GERMONIO                   12, TORINO, Italia"
NORD OVEST,10153,L219,TOIC87500R,TOMM87501T,I.C. TORINO - MARCONI-ANTONELLI,I.C. MARCONI-ANTONELLI - TO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC87500R@istruzione.it,Non Disponibile,VIA ASIGLIANO VERCELLESE 10,TORINO,PIEMONTE,http://www.icmarconiantonelli.it,201718,"VIA ASIGLIANO VERCELLESE 10, TORINO, Italia"
NORD OVEST,10124,L219,TOIC815005,TOMM815016,"I.C. TORINO - ""TOMMASEO""",I.C. TOMMASEO - CALVINO - TO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC815005@istruzione.it,Non Disponibile,VIA SANT'OTTAVIO 7,TORINO,PIEMONTE,www.tommaseo.it,201718,"VIA SANT'OTTAVIO 7, TORINO, Italia"
NORD OVEST,10154,L219,TOIS01800R,TOPS018017,EINSTEIN,EINSTEIN,NORMALE,TORINO,LICEO SCIENTIFICO,NO,Non Disponibile,TOIS01800R@istruzione.it,Non Disponibile,"VIA PACINI,28",TORINO,PIEMONTE,www.liceoeinsteintorino.it,201718,"VIA PACINI,28, TORINO, Italia"
NORD OVEST,10122,L219,TOPS020006,TOPS020006,A. VOLTA,A. VOLTA,NORMALE,TORINO,LICEO SCIENTIFICO,SI,Non Disponibile,TOPS020006@istruzione.it,tops020006@pec.istruzione.it,VIA JUVARRA 14,TORINO,PIEMONTE,www.liceovoltatorino.it,201718,"VIA JUVARRA 14, TORINO, Italia"
NORD OVEST,10126,L219,TOIC8A200N,TOMM8A202Q,I.C. TORINO - PEYRON,I.C. OSP.INF.REGINA MARGHERITA,C/O IST. OSPEDALIERO,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC8A200N@istruzione.it,Non Disponibile,PIAZZA POLONIA                 94,TORINO,PIEMONTE,http://share.dschola.it/ICBussoleno/default.aspx,201718,"PIAZZA POLONIA                 94, TORINO, Italia"
NORD OVEST,10143,L219,TOIC8A0002,TOMM8A0013,I.C. TORINO - NIGRA,I.C.  NIGRA - TORINO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC8A0002@istruzione.it,Non Disponibile,VIA        BIANZE'             7,TORINO,PIEMONTE,www.icnigra.it,201718,"VIA        BIANZE'             7, TORINO, Italia"
NORD OVEST,10126,L219,TOIC8A100T,TOMM8A101V,I.C. TORINO - VITT.DA FELTRE,I.C. VITT. DA FELTRE-FERMI - TO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC8A100T@istruzione.it,Non Disponibile,PIAZZA GIACOMINI 24,TORINO,PIEMONTE,www.vittorinodafeltre.it,201718,"PIAZZA GIACOMINI 24, TORINO, Italia"
NORD OVEST,10127,L219,TOIC8A200N,TOMM8A201P,I.C. TORINO - PEYRON,I.C. PEYRON - TORINO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC8A200N@istruzione.it,Non Disponibile,VIA        VALENZA             71,TORINO,PIEMONTE,http:\\www.icpeyron.gov.it,201718,"VIA        VALENZA             71, TORINO, Italia"
NORD OVEST,10124,L219,TOPC090009,TOPC090009,V. GIOBERTI,V. GIOBERTI,NORMALE,TORINO,LICEO CLASSICO,SI,Non Disponibile,TOPC090009@istruzione.it,topc090009@pec.istruzione.it,VIA S. OTTAVIO 9,TORINO,PIEMONTE,liceogioberti.it,201718,"VIA S. OTTAVIO 9, TORINO, Italia"
NORD OVEST,10126,L219,TOPC10000P,TOPC10000P,LC V. ALFIERI,LC V. ALFIERI,NORMALE,TORINO,LICEO CLASSICO,SI,Non Disponibile,TOPC10000P@istruzione.it,topc10000p@pec.istruzione.it,"CORSO  DANTE, 80",TORINO,PIEMONTE,www.liceoalfieri.it,201718,"CORSO  DANTE, 80, TORINO, Italia"
NORD OVEST,10154,L219,TOIS01800R,TOPM018018,EINSTEIN,EINSTEIN,NORMALE,TORINO,ISTITUTO MAGISTRALE,NO,Non Disponibile,TOIS01800R@istruzione.it,Non Disponibile,"VIA BOLOGNA, N. 183",TORINO,PIEMONTE,http://www.liceoeinsteintorino.it,201718,"VIA BOLOGNA, N. 183, TORINO, Italia"
NORD OVEST,10137,L219,TOIS003003,TOPS00301D,I.I.S. E. MAJORANA,E. MAJORANA,NORMALE,TORINO,LICEO SCIENTIFICO,NO,Non Disponibile,TOIS003003@istruzione.it,Non Disponibile,"VIA FRATTINI, 11",TORINO,PIEMONTE,www.majoranatorino.it,201718,"VIA FRATTINI, 11, TORINO, Italia"
NORD OVEST,10125,L219,TOPM050003,TOPM050003,REGINA MARGHERITA,REGINA MARGHERITA,NORMALE,TORINO,ISTITUTO MAGISTRALE,SI,Non Disponibile,TOPM050003@istruzione.it,topm050003@pec.istruzione.it,VIA VALPERGA CALUSO 12,TORINO,PIEMONTE,www.istitutoreginamargherita.it,201718,"VIA VALPERGA CALUSO 12, TORINO, Italia"
NORD OVEST,10121,L219,TOPC070004,TOPC070004,M. D'AZEGLIO,M. D'AZEGLIO,NORMALE,TORINO,LICEO CLASSICO,SI,Non Disponibile,TOPC070004@istruzione.it,topc070004@pec.istruzione.it,"VIA PARINI,8",TORINO,PIEMONTE,www.liceomassimodazeglio.it,201718,"VIA PARINI,8, TORINO, Italia"
NORD OVEST,10125,L219,TOPM050003,TOPM05050C,REGINA MARGHERITA,REGINA MARGHERITA SERALE,NORMALE,TORINO,ISTITUTO MAGISTRALE,NO,Non Disponibile,TOPM050003@istruzione.it,Non Disponibile,VIA VALPERGA CALUSO 12,TORINO,PIEMONTE,www.istitutoreginamargherita.it,201718,"VIA VALPERGA CALUSO 12, TORINO, Italia"
NORD OVEST,10154,L219,TOIS01800R,TOPM01850L,EINSTEIN,IIS EINSTEIN SEZ. SERALE,NORMALE,TORINO,ISTITUTO MAGISTRALE,NO,Non Disponibile,TOIS01800R@istruzione.it,Non Disponibile,VIA BOLOGNA 183,TORINO,PIEMONTE,http://www.liceoeinsteintorino.it,201718,"VIA BOLOGNA 183, TORINO, Italia"
NORD OVEST,10151,L219,TOIC873005,TOAA873012,I.C. TORINO - P. GEMELLI,I.C. PADRE GEMELLI- V.TERRANEO,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC873005@istruzione.it,Non Disponibile,VIA TERRANEO 1,TORINO,PIEMONTE,www.padregemelli.it,201718,"VIA TERRANEO 1, TORINO, Italia"
NORD OVEST,10151,L219,TOIC873005,TOAA873023,I.C. TORINO - P. GEMELLI,I.C.PADRE GEMELLI -C.CINCINNATO,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC873005@istruzione.it,Non Disponibile,CORSO CINCINNATO 121,TORINO,PIEMONTE,www.padregemelli.it,201718,"CORSO CINCINNATO 121, TORINO, Italia"
NORD OVEST,10134,L219,TOIC881004,TOAA881022,"I.C. TORINO - ""S. PERTINI""","I.C.""S. PERTINI"" L.GO LA LOGGIA",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC881004@istruzione.it,Non Disponibile,LARGO LA LOGGIA 51,TORINO,PIEMONTE,WWW.ICPERTINITORINO.IT,201718,"LARGO LA LOGGIA 51, TORINO, Italia"
NORD OVEST,10143,L219,TOIC8A0002,TOIC8A0002,I.C. TORINO - NIGRA,I.C. TORINO - NIGRA,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC8A0002@istruzione.it,TOIC8A0002@pec.istruzione.it,VIA        BIANZE'             7,TORINO,PIEMONTE,Non Disponibile,201718,"VIA        BIANZE'             7, TORINO, Italia"
NORD OVEST,10126,L219,TOIC8A100T,TOIC8A100T,I.C. TORINO - VITT.DA FELTRE,I.C. TORINO - VITT.DA FELTRE,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC8A100T@istruzione.it,TOIC8A100T@pec.istruzione.it,VIA FINALMARINA 5,TORINO,PIEMONTE,Non Disponibile,201718,"VIA FINALMARINA 5, TORINO, Italia"
NORD OVEST,10124,L219,TOIC87600L,TOAA87601D,I.C. TORINO - VIA RICASOLI,I.C. VIA RICASOLI -C. REG. MARG,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC87600L@istruzione.it,Non Disponibile,"CORSO REGINA MARGHERITA, 43",TORINO,PIEMONTE,http://www.ic-viaricasoli-torino.org,201718,"CORSO REGINA MARGHERITA, 43, TORINO, Italia"
NORD OVEST,10153,L219,TOIC87600L,TOAA87602E,I.C. TORINO - VIA RICASOLI,I.C. VIA RICASOLI VANCHIGLIETTA,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC87600L@istruzione.it,Non Disponibile,"VIA MANIN, 22",TORINO,PIEMONTE,http://www.ic-viaricasoli-torino.org,201718,"VIA MANIN, 22, TORINO, Italia"
NORD OVEST,10152,L219,TOIC87700C,TOAA877019,I.C. TORINO - REGIO PARCO,I.C. REGIO PARCO- MARY POPPINS,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC87700C@istruzione.it,Non Disponibile,C.SO CIRIE' 3/A,TORINO,PIEMONTE,www.icregioparco.gov.it,201718,"C.SO CIRIE' 3/A, TORINO, Italia"
NORD OVEST,10152,L219,TOIC87700C,TOAA87702A,I.C. TORINO - REGIO PARCO,I.C. REGIO PARCO MARIA TERESA,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC87700C@istruzione.it,Non Disponibile,"VIA MAMELI, 18",TORINO,PIEMONTE,www.icregioparco.gov.it,201718,"VIA MAMELI, 18, TORINO, Italia"
NORD OVEST,10149,L219,TOEE00400R,TOAA00401L,"D.D. TORINO -  ""ALLIEVO""",TO ALLIEVO SPINA 3,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE00400R@istruzione.it,Non Disponibile,V.ORVIETO  1 INTERNO 5-7-9,TORINO,PIEMONTE,www.circolodidatticoallievotorino.gov.it,201718,"V.ORVIETO  1 INTERNO 5-7-9, TORINO, Italia"
NORD OVEST,10139,L219,TOEE00500L,TOAA00502D,"D.D. TORINO - ""BARICCO""","BARICCO ""GIAN BURRASCA""",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE00500L@istruzione.it,Non Disponibile,VIA POZZO STRADA  12/1,TORINO,PIEMONTE,htpp://www.scuolabaricco.gov.it,201718,"VIA POZZO STRADA  12/1, TORINO, Italia"
NORD OVEST,10127,L219,TOIC88200X,TOAA88201R,I.C. TORINO - VIA SIDOLI,"I.C. SIDOLI - ""FANCIULLI""",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC88200X@istruzione.it,Non Disponibile,"VIA CAROLINA INVERNIZIO,21",TORINO,PIEMONTE,http://www.icviasidoli.it,201718,"VIA CAROLINA INVERNIZIO,21, TORINO, Italia"
NORD OVEST,10135,L219,TOIC88200X,TOAA88202T,I.C. TORINO - VIA SIDOLI,"I.C. SIDOLI -  ""KELLER""",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC88200X@istruzione.it,Non Disponibile,"VIA PODGORA,28",TORINO,PIEMONTE,http://www.icviasidoli.it,201718,"VIA PODGORA,28, TORINO, Italia"
NORD OVEST,10127,L219,TOIC88200X,TOAA88203V,I.C. TORINO - VIA SIDOLI,"I.C. SIDOLI - ""KANDINSKIJ""",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC88200X@istruzione.it,Non Disponibile,"VIA MONTECORNO,21",TORINO,PIEMONTE,http://www.icviasidoli.it,201718,"VIA MONTECORNO,21, TORINO, Italia"
NORD OVEST,10138,L219,TOIC88300Q,TOAA88301L,I.C. RITA LEVI-MONTALCINI,I.C.PALMIERI  - VIA COLLEGNO,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC88300Q@istruzione.it,Non Disponibile,VIA COLLEGNO 73,TORINO,PIEMONTE,WWW.ICPALMIERI.GOV.IT,201718,"VIA COLLEGNO 73, TORINO, Italia"
NORD OVEST,10138,L219,TOIC88300Q,TOAA88302N,I.C. RITA LEVI-MONTALCINI,I.C. PALMIERI - VIA CASALIS,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC88300Q@istruzione.it,Non Disponibile,VIA CASALIS 54,TORINO,PIEMONTE,www.icpalmieri.gov.it,201718,"VIA CASALIS 54, TORINO, Italia"
NORD OVEST,10139,L219,TOIC88400G,TOAA88401C,I.C. TORINO - CORSO RACCONIGI,I.C. RACCONIGI- F.QUARANTA,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC88400G@istruzione.it,Non Disponibile,"VIA BARDONECCHIA, 36/A",TORINO,PIEMONTE,http://www.icracconigi.gov.it,201718,"VIA BARDONECCHIA, 36/A, TORINO, Italia"
NORD OVEST,10141,L219,TOEE00500L,TOAA00503E,"D.D. TORINO - ""BARICCO""",BARICCO VIA STELVIO,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE00500L@istruzione.it,Non Disponibile,VIA STELVIO 45,TORINO,PIEMONTE,http://www.scuolabaricco.gov.it,201718,"VIA STELVIO 45, TORINO, Italia"
NORD OVEST,10137,L219,TOEE01100X,TOAA01101Q,"D.D. TORINO - ""CASALEGNO""",CASALEGNO - VIOLETA PARRA,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE01100X@istruzione.it,Non Disponibile,VIA BOSTON 33,TORINO,PIEMONTE,http://www.ddcasalegno.gov.it,201718,"VIA BOSTON 33, TORINO, Italia"
NORD OVEST,10131,L219,TOEE01800P,TOAA01802G,"D.D. TORINO - ""D'AZEGLIO""",D'AZEGLIO - SANTA  MARGHERITA,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE01800P@istruzione.it,Non Disponibile,STRADA S.VINCENZO N. 144,TORINO,PIEMONTE,www.scuolarobertodazeglio.gov.it,201718,"STRADA S.VINCENZO N. 144, TORINO, Italia"
NORD OVEST,10131,L219,TOEE01800P,TOAA01803L,"D.D. TORINO - ""D'AZEGLIO""",D'AZEGLIO  -  VILLA GENERO,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE01800P@istruzione.it,Non Disponibile,"STRADA SANTA MARGHERITA, 177",TORINO,PIEMONTE,www.scuolarobertodazeglio.gov.it,201718,"STRADA SANTA MARGHERITA, 177, TORINO, Italia"
NORD OVEST,10137,L219,TOEE02500T,TOAA02503Q,D.D. MAZZARELLO -  TORINO,D.D. MAZZARELLO - E.  D'ARBOREA,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE02500T@istruzione.it,Non Disponibile,VIA ELEONORA D'ARBOREA 9/4,TORINO,PIEMONTE,http://www.francamazzarello.it,201718,"VIA ELEONORA D'ARBOREA 9/4, TORINO, Italia"
NORD OVEST,10137,L219,TOEE02500T,TOAA02505T,D.D. MAZZARELLO -  TORINO,D.D. MAZZARELLO LEVI MONTALCINI,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE02500T@istruzione.it,Non Disponibile,VIA MONTE NOVEGNO 31,TORINO,PIEMONTE,http://www.francamazzarello.it,201718,"VIA MONTE NOVEGNO 31, TORINO, Italia"
NORD OVEST,10127,L219,TOIC8A200N,TOIC8A200N,I.C. TORINO - PEYRON,I.C. TORINO - PEYRON,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC8A200N@istruzione.it,TOIC8A200N@pec.istruzione.it,VIA    VALENZA    71,TORINO,PIEMONTE,Non Disponibile,201718,"VIA    VALENZA    71, TORINO, Italia"
NORD OVEST,10129,L219,TOPS04000B,TOPS04000B,G. FERRARIS,G. FERRARIS,NORMALE,TORINO,LICEO SCIENTIFICO,SI,Non Disponibile,TOPS04000B@istruzione.it,tops04000b@pec.istruzione.it,C.SO MONTEVECCHIO 67,TORINO,PIEMONTE,http://www.liceogalfer.it,201718,"C.SO MONTEVECCHIO 67, TORINO, Italia"
NORD OVEST,10135,L219,TOIS04300D,TOPS04301X,I.I.S. PRIMO LEVI,LICEO SCIENTIFICO PRIMO LEVI,NORMALE,TORINO,LICEO SCIENTIFICO,NO,Non Disponibile,TOIS04300D@istruzione.it,Non Disponibile,"C.SO UNIONE SOVIETICA, 490",TORINO,PIEMONTE,www.iisprimolevi.it,201718,"C.SO UNIONE SOVIETICA, 490, TORINO, Italia"
NORD OVEST,10126,L219,TOIC81900C,TOAA819019,I.C. MANZONI TORINO,I.C. MANZONI - R. D'AZEGLIO,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC81900C@istruzione.it,Non Disponibile,"VIA GIACOSA, 23",TORINO,PIEMONTE,www.icmanzoni.gov.it,201718,"VIA GIACOSA, 23, TORINO, Italia"
NORD OVEST,10126,L219,TOEE05100A,TOAA051038,"D.D. TORINO - ""PELLICO""","PELLICO-C.SO MONCALIERI,N.4",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE05100A@istruzione.it,Non Disponibile,"C.SO MONCALIERI, N.400",TORINO,PIEMONTE,WEB.TISCALI.IT/CIRCOLOPELLICO/,201718,"C.SO MONCALIERI, N.400, TORINO, Italia"
NORD OVEST,10155,L219,TOEE05600D,TOAA056019,"D.D. TORINO - ""SABIN""","""EMANUELE LUZZATI""",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE05600D@istruzione.it,Non Disponibile,VIA RONDISSONE 32,TORINO,PIEMONTE,www.ddsabin.it,201718,"VIA RONDISSONE 32, TORINO, Italia"
NORD OVEST,10136,L219,TOEE061001,TOAA06102T,"D.D. TORINO - ""SINIGAGLIA""","SINIGAGLIA - ""BRUNO MUNARI""",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE061001@istruzione.it,Non Disponibile,"VIA ROVERETO, 21",TORINO,PIEMONTE,http://share.dschola.it/sinigaglia,201718,"VIA ROVERETO, 21, TORINO, Italia"
NORD OVEST,10156,L219,TOIC808002,TOAA80801V,"I.C. TORINO - ""L. DA VINCI""","I.C. L.DA VINCI ""R.LUXEMBURG""",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC808002@istruzione.it,Non Disponibile,VIA ABETI 15,TORINO,PIEMONTE,www.icsleonardodavincitorino.net,201718,"VIA ABETI 15, TORINO, Italia"
NORD OVEST,10151,L219,TOIC810002,TOAA81001V,"I.C. TORINO - ""D. M. TUROLDO""",I.C. D.M.TUROLDO-V.D.MAGNOLIE,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC810002@istruzione.it,Non Disponibile,VIA DELLE MAGNOLIE 15,TORINO,PIEMONTE,www.ic-turoldo.it,201718,"VIA DELLE MAGNOLIE 15, TORINO, Italia"
NORD OVEST,10135,L219,TOIC82000L,TOAA82001D,"I.C. TORINO - ""SALVEMINI""",I.C. SALVEMINI - MARIELE VENTRE,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC82000L@istruzione.it,Non Disponibile,VIA PLAVA 177/2,TORINO,PIEMONTE,http://www.ic-salvemini-torino.it,201718,"VIA PLAVA 177/2, TORINO, Italia"
NORD OVEST,10135,L219,TOIC82000L,TOAA82002E,"I.C. TORINO - ""SALVEMINI""",I.C. SALVEMINI - INF.  C. MIR.,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC82000L@istruzione.it,Non Disponibile,STR. CASTELLO DI MIRAFIORI 45,TORINO,PIEMONTE,http://www.ic-salvemini-torino.it,201718,"STR. CASTELLO DI MIRAFIORI 45, TORINO, Italia"
NORD OVEST,10155,L219,TOEE02700D,TOAA027019,"D.D. TORINO - ""FRANK""","FRANK - ""DISNEY""",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE02700D@istruzione.it,Non Disponibile,VIA CAVAGNOLO 35,TORINO,PIEMONTE,www.annafrank.it,201718,"VIA CAVAGNOLO 35, TORINO, Italia"
NORD OVEST,10155,L219,TOEE02700D,TOAA02702A,"D.D. TORINO - ""FRANK""","FRANK -""PERRAULT""",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE02700D@istruzione.it,Non Disponibile,VIA BOCCHERINI 43,TORINO,PIEMONTE,wwwannafrank.it,201718,"VIA BOCCHERINI 43, TORINO, Italia"
NORD OVEST,10154,L219,TOEE029005,TOAA029011,"D.D. TORINO - ""GABELLI""",GABELLI ANGELITA DI ANZIO,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE029005@istruzione.it,Non Disponibile,VIA LEONCAVALLO 61/2,TORINO,PIEMONTE,www.arigabelli.gov.it,201718,"VIA LEONCAVALLO 61/2, TORINO, Italia"
NORD OVEST,10154,L219,TOEE029005,TOAA029022,"D.D. TORINO - ""GABELLI""",GABELLI - TOMMASO DI SAVOIA,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE029005@istruzione.it,Non Disponibile,"VIA CERVINO, 6",TORINO,PIEMONTE,www.arigabelli.gov.it,201718,"VIA CERVINO, 6, TORINO, Italia"
NORD OVEST,10146,L219,TOEE03400L,TOAA03401C,CIRCOLO DIDATTICO J.KENNEDY,"""MARIE CURIE""",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE03400L@istruzione.it,Non Disponibile,VIA PIETRO COSSA 115/21,TORINO,PIEMONTE,www.scuola-kennedy.gov.it,201718,"VIA PIETRO COSSA 115/21, TORINO, Italia"
NORD OVEST,10146,L219,TOEE03400L,TOAA03402D,CIRCOLO DIDATTICO J.KENNEDY,"""ARCHIMEDE""",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE03400L@istruzione.it,Non Disponibile,VIA VALGIOIE 72,TORINO,PIEMONTE,www.scuola-kennedy.gov.it,201718,"VIA VALGIOIE 72, TORINO, Italia"
NORD OVEST,10141,L219,TOEE06400C,TOAA064018,"D.D. TORINO - ""TOSCANINI""","TOSCANINI - ""ROUSSEAU""",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE06400C@istruzione.it,Non Disponibile,VIA DELLEANI 25,TORINO,PIEMONTE,DIREZIONEDIDATTICATOSCANINI.IT,201718,"VIA DELLEANI 25, TORINO, Italia"
NORD OVEST,10141,L219,TOEE065008,TOAA065025,"D.D. TORINO - ""SALGARI""",SALGARI - VIA TOLMINO,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE065008@istruzione.it,Non Disponibile,VIA TOLMINO 30,TORINO,PIEMONTE,http://share.dschola.it/salgari,201718,"VIA TOLMINO 30, TORINO, Italia"
NORD OVEST,10141,L219,TOEE065008,TOAA065036,"D.D. TORINO - ""SALGARI""",SALGARI - VIA BERTA,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE065008@istruzione.it,Non Disponibile,"VIA BERTA , 15",TORINO,PIEMONTE,http://share.dschola.it/salgari,201718,"VIA BERTA , 15, TORINO, Italia"
NORD OVEST,10127,L219,TOIC866002,TOAA86601V,"I.C. TORINO - ""CAIROLI""",IC CAIROLI V. ARTOM,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC866002@istruzione.it,Non Disponibile,VIA ARTOM 109/3,TORINO,PIEMONTE,www.scuolacairoli.it,201718,"VIA ARTOM 109/3, TORINO, Italia"
NORD OVEST,10127,L219,TOIC866002,TOAA86602X,"I.C. TORINO - ""CAIROLI""","I.C  CAIROLI ""LA GIOSTRA""",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOIC866002@istruzione.it,Non Disponibile,"VIA MONASTIER, 17/9",TORINO,PIEMONTE,www.scuolacairoli.it,201718,"VIA MONASTIER, 17/9, TORINO, Italia"
NORD OVEST,10146,L219,TOEE03400L,TOAA03403E,CIRCOLO DIDATTICO J.KENNEDY,"""MARCO POLO""",NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE03400L@istruzione.it,Non Disponibile,VIA PASSONI 9,TORINO,PIEMONTE,www.scuola-kennedy.gov.it,201718,"VIA PASSONI 9, TORINO, Italia"
NORD OVEST,10137,L219,TOEE04100Q,TOAA04101G,"D.D. TORINO - ""MAZZINI""",MAZZINI - VIA BALTIMORA,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE04100Q@istruzione.it,Non Disponibile,VIA BALTIMORA 76,TORINO,PIEMONTE,http://www.ddmazzinitorino.gov.it/,201718,"VIA BALTIMORA 76, TORINO, Italia"
NORD OVEST,10137,L219,TOEE04100Q,TOAA04103N,"D.D. TORINO - ""MAZZINI""",MAZZINI- NICOLAS GREEN,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE04100Q@istruzione.it,Non Disponibile,CORSO ORBASSANO 224/26,TORINO,PIEMONTE,http://www.ddmazzinitorino.gov.it/,201718,"CORSO ORBASSANO 224/26, TORINO, Italia"
NORD OVEST,10154,L219,TOEE045003,TOAA04502X,"D.D. TORINO - ""NOVARO""",SCUOLA MATERNA,NORMALE,TORINO,SCUOLA INFANZIA,NO,Non Disponibile,TOEE045003@istruzione.it,Non Disponibile,PIAZZA ABBA 9,TORINO,PIEMONTE,WWW.NOVARO.GOV.IT,201718,"PIAZZA ABBA 9, TORINO, Italia"
